event_ts,feature_key,scope,oblast,value_bool
2023-08-02T04:31:20+00:00,mig_31_airborne,national,,true
2023-08-02T05:17:31+00:00,mig_31_airborne,national,,true
2023-08-02T17:55:00+00:00,tu_95_takeoff,national,,true
2023-08-02T19:50:51+00:00,tu_95_takeoff,national,,false
2023-08-04T10:38:47+00:00,mig_31_airborne,national,,true
2023-08-05T06:29:12+00:00,mig_31_airborne,national,,true
2023-08-05T08:35:36+00:00,mig_31_airborne,national,,true
2023-08-05T23:04:22+00:00,tu_95_takeoff,national,,true
2023-08-06T04:32:40+00:00,mass_attack_active,national,,true
2023-08-06T04:32:40+00:00,tu_95_takeoff,national,,false
2023-08-08T14:54:05+00:00,mig_31_airborne,national,,true
2023-08-09T13:02:48+00:00,mig_31_airborne,national,,true
2023-08-09T14:43:22+00:00,mig_31_airborne,national,,true
2023-08-09T17:45:17+00:00,mig_31_airborne,national,,true
2023-08-09T20:24:30+00:00,mig_31_airborne,national,,true
2023-08-10T00:58:03+00:00,mig_31_airborne,national,,true
2023-08-11T06:49:43+00:00,mig_31_airborne,national,,true
2023-08-11T06:59:54+00:00,mig_31_airborne,national,,true
2023-08-11T11:13:26+00:00,mass_attack_active,oblast,ivano-frankivsk,true
2023-08-11T11:13:26+00:00,mig_31_airborne,national,,true
2023-08-15T00:07:11+00:00,tu_95_takeoff,national,,true
2023-08-15T04:56:52+00:00,mass_attack_active,oblast,dnipropetrovsk,true
2023-08-22T09:51:34+00:00,mig_31_airborne,national,,true
2023-08-24T12:26:29+00:00,mig_31_airborne,national,,true
2023-08-24T13:25:46+00:00,mig_31_airborne,national,,false
2023-08-26T06:37:10+00:00,mig_31_airborne,national,,true
2023-08-27T00:39:07+00:00,tu_95_takeoff,national,,true
2023-08-30T00:43:43+00:00,tu_95_takeoff,national,,true
2023-08-30T05:46:25+00:00,tu_95_takeoff,national,,false
2023-09-04T10:33:21+00:00,mig_31_airborne,national,,true
2023-09-06T01:23:29+00:00,tu_95_takeoff,national,,true
2023-09-06T01:44:29+00:00,tu_95_takeoff,national,,true
2023-09-06T04:28:11+00:00,tu_95_takeoff,national,,false
2023-09-07T17:04:04+00:00,mig_31_airborne,national,,true
2023-09-16T21:54:07+00:00,tu_95_takeoff,national,,true
2023-09-17T05:31:16+00:00,tu_95_takeoff,national,,false
2023-09-17T21:28:10+00:00,tu_95_takeoff,national,,true
2023-09-18T00:51:06+00:00,tu_95_takeoff,national,,true
2023-09-18T05:26:50+00:00,tu_95_takeoff,national,,true
2023-09-20T21:13:41+00:00,tu_95_takeoff,national,,true
2023-09-21T00:57:09+00:00,tu_95_takeoff,national,,true
2023-09-26T11:26:06+00:00,mig_31_airborne,national,,true
2023-09-26T16:35:10+00:00,mig_31_airborne,national,,true
2023-09-29T15:41:12+00:00,mig_31_airborne,national,,true
2023-10-28T06:17:49+00:00,mass_attack_active,oblast,dnipropetrovsk,true
2023-11-06T13:07:01+00:00,mig_31_airborne,national,,true
2023-11-06T14:32:19+00:00,mig_31_airborne,national,,false
2023-11-10T08:29:49+00:00,mig_31_airborne,national,,true
2023-11-15T10:06:52+00:00,mig_31_airborne,national,,true
2023-11-23T15:54:09+00:00,mig_31_airborne,national,,true
2023-11-28T11:44:02+00:00,mig_31_airborne,national,,true
2023-12-01T09:03:00+00:00,mig_31_airborne,national,,true
2023-12-01T10:23:45+00:00,mig_31_airborne,national,,false
2023-12-02T10:08:41+00:00,mig_31_airborne,national,,true
2023-12-07T10:42:01+00:00,mig_31_airborne,national,,true
2023-12-08T04:25:10+00:00,tu_95_takeoff,national,,true
2023-12-08T08:04:17+00:00,mass_attack_active,oblast,dnipropetrovsk,true
2023-12-08T08:04:17+00:00,tu_95_takeoff,national,,false
2023-12-10T08:17:53+00:00,mig_31_airborne,national,,true
2023-12-11T03:34:26+00:00,mass_attack_active,oblast,kyiv,true
2023-12-13T04:58:20+00:00,mass_attack_active,oblast,kyiv,true
2023-12-14T18:38:30+00:00,mass_attack_active,oblast,khmelnytskyi,true
2023-12-14T18:38:30+00:00,mig_31_airborne,national,,true
2023-12-20T18:25:25+00:00,mig_31_airborne,national,,true
2023-12-20T19:08:03+00:00,mig_31_airborne,national,,false
2023-12-22T11:50:43+00:00,mig_31_airborne,national,,true
2023-12-25T08:33:29+00:00,mig_31_airborne,national,,true
2023-12-26T09:17:49+00:00,mig_31_airborne,national,,false
2023-12-26T10:54:39+00:00,mig_31_airborne,national,,false
2023-12-27T09:55:43+00:00,mig_31_airborne,national,,true
2023-12-27T10:11:32+00:00,mig_31_airborne,national,,false
2023-12-28T07:23:25+00:00,mig_31_airborne,national,,true
2023-12-29T01:30:37+00:00,tu_95_takeoff,national,,true
2023-12-29T04:34:00+00:00,tu_95_takeoff,national,,true
2023-12-29T09:01:46+00:00,mass_attack_active,national,,true
2023-12-29T09:02:10+00:00,mass_attack_active,national,,true
2023-12-29T09:02:10+00:00,mig_31_airborne,national,,true
2023-12-29T09:02:10+00:00,tu_95_takeoff,national,,true
2023-12-30T08:30:54+00:00,mig_31_airborne,national,,true
2023-12-30T09:57:17+00:00,mig_31_airborne,national,,false
2023-12-31T08:44:08+00:00,mig_31_airborne,national,,true
2023-12-31T11:26:11+00:00,mig_31_airborne,national,,true
2023-12-31T12:15:07+00:00,mig_31_airborne,national,,false
2023-12-31T18:06:19+00:00,mig_31_airborne,national,,true
2023-12-31T19:33:55+00:00,mig_31_airborne,national,,false
2024-01-01T09:21:41+00:00,mig_31_airborne,national,,true
2024-01-01T11:55:10+00:00,mig_31_airborne,national,,false
2024-01-01T12:57:23+00:00,mig_31_airborne,national,,true
2024-01-01T13:33:27+00:00,mig_31_airborne,national,,false
2024-01-02T00:52:00+00:00,tu_95_takeoff,national,,true
2024-01-02T02:28:33+00:00,tu_95_takeoff,national,,false
2024-01-02T03:59:13+00:00,tu_95_takeoff,national,,true
2024-01-02T05:49:40+00:00,mig_31_airborne,national,,true
2024-01-02T06:23:25+00:00,mig_31_airborne,national,,true
2024-01-02T09:28:01+00:00,mass_attack_active,national,,true
2024-01-02T09:28:01+00:00,mig_31_airborne,national,,true
2024-01-02T09:28:01+00:00,tu_95_takeoff,national,,true
2024-01-06T07:26:31+00:00,mig_31_airborne,national,,true
2024-01-06T09:32:41+00:00,mig_31_airborne,national,,false
2024-01-07T07:55:10+00:00,mig_31_airborne,national,,true
2024-01-08T00:56:08+00:00,tu_95_takeoff,national,,true
2024-01-08T04:10:43+00:00,tu_95_takeoff,national,,true
2024-01-08T04:28:39+00:00,mig_31_airborne,national,,true
2024-01-08T04:50:25+00:00,mig_31_airborne,national,,true
2024-01-08T04:53:24+00:00,mig_31_airborne,national,,true
2024-01-08T05:10:42+00:00,mig_31_airborne,national,,true
2024-01-08T06:07:32+00:00,mig_31_airborne,national,,false
2024-01-08T09:29:29+00:00,mass_attack_active,oblast,dnipropetrovsk,true
2024-01-08T09:29:29+00:00,mig_31_airborne,national,,true
2024-01-08T09:29:29+00:00,tu_95_takeoff,national,,true
2024-01-10T05:59:24+00:00,mig_31_airborne,national,,true
2024-01-11T11:31:52+00:00,mig_31_airborne,national,,true
2024-01-11T12:47:19+00:00,mig_31_airborne,national,,false
2024-01-13T03:32:03+00:00,tu_95_takeoff,national,,true
2024-01-13T03:54:49+00:00,tu_95_takeoff,national,,true
2024-01-13T04:43:17+00:00,mig_31_airborne,national,,true
2024-01-13T05:18:08+00:00,mig_31_airborne,national,,true
2024-01-13T08:44:05+00:00,mass_attack_active,oblast,kherson,true
2024-01-13T08:44:05+00:00,mig_31_airborne,national,,true
2024-01-13T08:44:05+00:00,tu_95_takeoff,national,,true
2024-01-16T08:39:19+00:00,mig_31_airborne,national,,true
2024-01-20T10:19:20+00:00,mig_31_airborne,national,,true
2024-01-20T10:46:09+00:00,mig_31_airborne,national,,false
2024-01-22T10:08:10+00:00,mig_31_airborne,national,,true
2024-01-22T12:58:01+00:00,mig_31_airborne,national,,true
2024-01-22T13:36:12+00:00,mig_31_airborne,national,,false
2024-01-23T01:45:54+00:00,tu_95_takeoff,national,,true
2024-01-23T03:22:12+00:00,tu_95_takeoff,national,,true
2024-01-23T04:44:58+00:00,tu_95_takeoff,national,,true
2024-01-23T07:48:16+00:00,mass_attack_active,oblast,kharkiv,true
2024-01-23T07:48:16+00:00,tu_95_takeoff,national,,true
2024-01-23T12:49:07+00:00,mig_31_airborne,national,,true
2024-01-23T15:10:51+00:00,mig_31_airborne,national,,true
2024-01-23T15:43:36+00:00,mig_31_airborne,national,,false
2024-01-26T11:28:19+00:00,mig_31_airborne,national,,true
2024-01-26T12:26:19+00:00,mig_31_airborne,national,,false
2024-01-30T10:45:36+00:00,mig_31_airborne,national,,false
2024-01-31T10:08:49+00:00,mig_31_airborne,national,,true
2024-01-31T10:39:32+00:00,mig_31_airborne,national,,false
2024-01-31T13:14:28+00:00,mig_31_airborne,national,,true
2024-01-31T14:41:04+00:00,mig_31_airborne,national,,false
2024-02-03T10:19:15+00:00,mig_31_airborne,national,,false
2024-02-07T00:58:06+00:00,tu_95_takeoff,national,,true
2024-02-07T03:24:10+00:00,tu_95_takeoff,national,,true
2024-02-07T04:55:24+00:00,tu_95_takeoff,national,,true
2024-02-07T08:03:54+00:00,tu_95_takeoff,national,,true
2024-02-08T21:29:20+00:00,mass_attack_active,national,,true
2024-02-09T07:39:51+00:00,tu_95_takeoff,national,,true
2024-02-09T10:59:55+00:00,mig_31_airborne,national,,false
2024-02-14T11:19:50+00:00,mig_31_airborne,national,,true
2024-02-14T11:53:45+00:00,mig_31_airborne,national,,false
2024-02-14T23:49:24+00:00,tu_95_takeoff,national,,true
2024-02-15T02:36:19+00:00,tu_95_takeoff,national,,true
2024-02-15T07:09:56+00:00,tu_95_takeoff,national,,true
2024-02-15T08:53:31+00:00,mig_31_airborne,national,,true
2024-02-15T10:02:52+00:00,mig_31_airborne,national,,false
2024-02-19T10:06:10+00:00,mig_31_airborne,national,,true
2024-02-19T11:27:17+00:00,mig_31_airborne,national,,false
2024-02-21T10:14:57+00:00,mig_31_airborne,national,,true
2024-02-21T10:24:02+00:00,mig_31_airborne,national,,true
2024-02-21T11:21:25+00:00,mig_31_airborne,national,,false
2024-02-26T10:41:08+00:00,mig_31_airborne,national,,true
2024-02-26T11:25:53+00:00,mig_31_airborne,national,,false
2024-03-06T06:44:03+00:00,mig_31_airborne,national,,true
2024-03-06T06:58:11+00:00,mig_31_airborne,national,,true
2024-03-06T07:07:02+00:00,mig_31_airborne,national,,false
2024-03-07T15:56:01+00:00,mig_31_airborne,national,,true
2024-03-11T16:56:34+00:00,mig_31_airborne,national,,true
2024-03-11T17:12:37+00:00,mig_31_airborne,national,,false
2024-03-14T10:41:09+00:00,mig_31_airborne,national,,true
2024-03-15T11:42:45+00:00,mig_31_airborne,national,,true
2024-03-15T12:15:59+00:00,mig_31_airborne,national,,false
2024-03-18T14:01:00+00:00,mig_31_airborne,national,,true
2024-03-18T14:13:32+00:00,mig_31_airborne,national,,false
2024-03-19T14:09:47+00:00,mig_31_airborne,national,,true
2024-03-20T22:53:37+00:00,tu_95_takeoff,national,,true
2024-03-21T00:58:44+00:00,tu_95_takeoff,national,,true
2024-03-21T01:08:05+00:00,tu_95_takeoff,national,,true
2024-03-21T05:39:28+00:00,tu_95_takeoff,national,,true
2024-03-22T01:34:32+00:00,tu_95_takeoff,national,,true
2024-03-22T02:46:30+00:00,mig_31_airborne,national,,true
2024-03-22T03:19:58+00:00,mig_31_airborne,national,,true
2024-03-22T03:46:15+00:00,mig_31_airborne,national,,false
2024-03-22T04:08:37+00:00,mig_31_airborne,national,,true
2024-03-22T07:08:02+00:00,mig_31_airborne,national,,true
2024-03-22T07:08:02+00:00,tu_95_takeoff,national,,true
2024-03-23T23:40:09+00:00,tu_95_takeoff,national,,true
2024-03-23T23:44:28+00:00,tu_95_takeoff,national,,false
2024-03-24T01:23:29+00:00,tu_95_takeoff,national,,true
2024-03-24T06:28:38+00:00,tu_95_takeoff,national,,true
2024-03-24T07:33:38+00:00,mig_31_airborne,national,,false
2024-03-28T10:10:09+00:00,mig_31_airborne,national,,true
2024-03-28T16:04:22+00:00,mig_31_airborne,national,,true
2024-03-28T22:32:39+00:00,tu_95_takeoff,national,,true
2024-03-29T01:52:10+00:00,tu_95_takeoff,national,,true
2024-03-29T02:51:48+00:00,mig_31_airborne,national,,true
2024-03-29T06:36:28+00:00,mig_31_airborne,national,,true
2024-03-29T06:36:28+00:00,tu_95_takeoff,national,,true
2024-03-31T01:19:48+00:00,tu_95_takeoff,national,,true
2024-03-31T01:28:24+00:00,tu_95_takeoff,national,,true
2024-03-31T05:07:49+00:00,tu_95_takeoff,national,,true
2024-04-04T16:36:30+00:00,mig_31_airborne,national,,true
2024-04-05T13:34:53+00:00,mig_31_airborne,national,,true
2024-04-05T15:04:46+00:00,mig_31_airborne,national,,false
2024-04-06T01:05:09+00:00,tu_95_takeoff,national,,true
2024-04-08T10:26:06+00:00,mig_31_airborne,national,,true
2024-04-10T22:12:22+00:00,tu_95_takeoff,national,,true
2024-04-11T00:49:20+00:00,tu_95_takeoff,national,,true
2024-04-11T00:58:47+00:00,tu_95_takeoff,national,,true
2024-04-11T01:02:39+00:00,tu_95_takeoff,national,,false
2024-04-11T02:43:10+00:00,mig_31_airborne,national,,true
2024-04-11T02:56:16+00:00,mig_31_airborne,national,,false
2024-04-11T06:19:11+00:00,mig_31_airborne,national,,true
2024-04-11T06:19:11+00:00,tu_95_takeoff,national,,true
2024-04-12T16:36:55+00:00,mig_31_airborne,national,,true
2024-04-19T06:03:07+00:00,tu_95_takeoff,national,,true
2024-04-20T10:20:08+00:00,mig_31_airborne,national,,true
2024-04-25T07:30:47+00:00,mig_31_airborne,national,,true
2024-04-25T10:53:13+00:00,mig_31_airborne,national,,true
2024-04-25T13:44:33+00:00,mig_31_airborne,national,,true
2024-04-26T21:55:18+00:00,tu_95_takeoff,national,,true
2024-04-27T02:11:11+00:00,mig_31_airborne,national,,true
2024-04-27T05:34:24+00:00,mig_31_airborne,national,,true
2024-04-27T05:34:24+00:00,tu_95_takeoff,national,,true
2024-05-03T12:09:57+00:00,mig_31_airborne,national,,false
2024-05-03T15:35:58+00:00,mig_31_airborne,national,,true
2024-05-03T17:36:25+00:00,mig_31_airborne,national,,true
2024-05-03T18:43:43+00:00,mig_31_airborne,national,,true
2024-05-08T03:31:35+00:00,mig_31_airborne,national,,true
2024-05-08T05:35:20+00:00,tu_95_takeoff,national,,true
2024-05-12T06:47:41+00:00,mig_31_airborne,national,,true
2024-05-12T07:15:00+00:00,mig_31_airborne,national,,false
2024-05-13T09:54:41+00:00,mig_31_airborne,national,,true
2024-05-13T11:49:01+00:00,mig_31_airborne,national,,true
2024-05-13T13:44:07+00:00,mig_31_airborne,national,,true
2024-05-20T07:01:23+00:00,mig_31_airborne,national,,true
2024-05-20T07:31:51+00:00,mig_31_airborne,national,,false
2024-05-20T15:14:54+00:00,mig_31_airborne,national,,true
2024-05-20T15:18:19+00:00,mig_31_airborne,national,,true
2024-05-20T15:22:22+00:00,mig_31_airborne,national,,true
2024-05-20T15:49:35+00:00,mig_31_airborne,national,,false
2024-05-20T17:37:52+00:00,mig_31_airborne,national,,true
2024-05-20T18:09:41+00:00,mig_31_airborne,national,,false
2024-05-22T06:33:38+00:00,mig_31_airborne,national,,true
2024-05-22T06:38:07+00:00,mig_31_airborne,national,,false
2024-05-22T06:52:36+00:00,mig_31_airborne,national,,false
2024-05-22T17:12:11+00:00,mig_31_airborne,national,,false
2024-05-22T21:28:27+00:00,mig_31_airborne,national,,true
2024-05-22T21:47:38+00:00,mig_31_airborne,national,,false
2024-05-24T10:26:26+00:00,mig_31_airborne,national,,true
2024-05-24T17:19:29+00:00,mig_31_airborne,national,,true
2024-05-24T19:30:11+00:00,mig_31_airborne,national,,true
2024-05-25T20:54:14+00:00,tu_95_takeoff,national,,true
2024-05-26T01:22:11+00:00,mig_31_airborne,national,,true
2024-05-26T04:53:49+00:00,mig_31_airborne,national,,true
2024-05-26T04:53:49+00:00,tu_95_takeoff,national,,true
2024-05-26T06:16:54+00:00,mig_31_airborne,national,,true
2024-05-28T17:17:28+00:00,mig_31_airborne,national,,true
2024-05-28T17:33:31+00:00,mig_31_airborne,national,,false
2024-05-29T14:34:48+00:00,mig_31_airborne,national,,true
2024-05-29T21:39:24+00:00,tu_95_takeoff,national,,true
2024-05-29T23:55:08+00:00,tu_95_takeoff,national,,true
2024-05-30T00:32:13+00:00,tu_95_takeoff,national,,true
2024-05-30T04:47:15+00:00,tu_95_takeoff,national,,true
2024-05-31T22:41:03+00:00,tu_95_takeoff,national,,true
2024-05-31T23:36:47+00:00,tu_95_takeoff,national,,true
2024-05-31T23:51:01+00:00,tu_95_takeoff,national,,true
2024-06-01T05:02:55+00:00,mass_attack_active,oblast,zaporizhzhia,true
2024-06-01T05:02:55+00:00,tu_95_takeoff,national,,true
2024-06-01T05:40:04+00:00,mig_31_airborne,national,,true
2024-06-01T06:00:34+00:00,mig_31_airborne,national,,false
2024-06-04T18:46:52+00:00,mig_31_airborne,national,,true
2024-06-05T04:14:28+00:00,mig_31_airborne,national,,true
2024-06-05T10:23:23+00:00,mig_31_airborne,national,,true
2024-06-05T12:36:33+00:00,mig_31_airborne,national,,true
2024-06-06T20:31:18+00:00,tu_95_takeoff,national,,true
2024-06-07T04:31:47+00:00,tu_95_takeoff,national,,false
2024-06-10T06:50:14+00:00,mass_attack_active,national,,true
2024-06-12T00:13:57+00:00,tu_95_takeoff,national,,true
2024-06-12T03:18:47+00:00,mig_31_airborne,national,,true
2024-06-12T05:01:45+00:00,tu_95_takeoff,national,,true
2024-06-13T20:32:07+00:00,tu_95_takeoff,national,,true
2024-06-13T22:17:31+00:00,tu_95_takeoff,national,,true
2024-06-14T04:48:58+00:00,tu_95_takeoff,national,,true
2024-06-14T11:50:37+00:00,mig_31_airborne,national,,true
2024-06-14T23:13:27+00:00,mig_31_airborne,national,,true
2024-06-15T06:21:52+00:00,mig_31_airborne,national,,true
2024-06-19T14:14:33+00:00,mig_31_airborne,national,,true
2024-06-19T19:30:02+00:00,tu_95_takeoff,national,,true
2024-06-19T22:47:12+00:00,tu_95_takeoff,national,,true
2024-06-20T04:21:30+00:00,tu_95_takeoff,national,,true
2024-06-20T07:45:29+00:00,tu_95_takeoff,national,,false
2024-06-20T10:48:43+00:00,mig_31_airborne,national,,true
2024-06-21T10:58:51+00:00,mig_31_airborne,national,,true
2024-06-21T11:25:59+00:00,mig_31_airborne,national,,false
2024-06-21T17:20:39+00:00,mig_31_airborne,national,,true
2024-06-21T20:40:27+00:00,mig_31_airborne,national,,true
2024-06-21T20:47:54+00:00,tu_95_takeoff,national,,true
2024-06-22T05:02:34+00:00,tu_95_takeoff,national,,true
2024-06-24T17:14:33+00:00,mig_31_airborne,national,,true
2024-06-24T18:44:32+00:00,mig_31_airborne,national,,true
2024-06-24T19:18:36+00:00,mig_31_airborne,national,,true
2024-06-25T14:22:18+00:00,mig_31_airborne,national,,true
2024-06-26T23:47:06+00:00,mig_31_airborne,national,,true
2024-06-29T06:57:31+00:00,mig_31_airborne,national,,true
2024-07-01T13:29:36+00:00,mig_31_airborne,national,,true
2024-07-01T13:58:33+00:00,mig_31_airborne,national,,true
2024-07-01T20:11:07+00:00,mig_31_airborne,national,,true
2024-07-02T13:30:11+00:00,mig_31_airborne,national,,true
2024-07-02T14:09:33+00:00,mig_31_airborne,national,,false
2024-07-04T07:51:26+00:00,mass_attack_active,oblast,kherson,true
2024-07-04T20:41:52+00:00,mig_31_airborne,national,,true
2024-07-04T21:11:06+00:00,mig_31_airborne,national,,false
2024-07-06T04:24:18+00:00,mig_31_airborne,national,,true
2024-07-07T19:50:18+00:00,tu_95_takeoff,national,,true
2024-07-07T21:27:23+00:00,tu_95_takeoff,national,,false
2024-07-07T22:33:49+00:00,tu_95_takeoff,national,,true
2024-07-07T22:41:46+00:00,tu_95_takeoff,national,,true
2024-07-08T04:19:30+00:00,tu_95_takeoff,national,,true
2024-07-08T04:20:09+00:00,mig_31_airborne,national,,true
2024-07-08T04:43:56+00:00,mig_31_airborne,national,,false
2024-07-08T04:52:35+00:00,tu_95_takeoff,national,,true
2024-07-08T11:54:05+00:00,mass_attack_active,national,,true
2024-07-10T17:56:52+00:00,mig_31_airborne,national,,true
2024-07-11T12:31:01+00:00,mig_31_airborne,national,,true
2024-07-11T14:28:56+00:00,mig_31_airborne,national,,true
2024-07-11T19:50:48+00:00,mig_31_airborne,national,,true
2024-07-11T20:18:40+00:00,mig_31_airborne,national,,false
2024-07-12T18:24:19+00:00,mig_31_airborne,national,,true
2024-07-13T08:17:59+00:00,mig_31_airborne,national,,true
2024-07-15T05:17:57+00:00,mig_31_airborne,national,,true
2024-07-17T18:28:54+00:00,mig_31_airborne,national,,true
2024-07-17T20:08:22+00:00,mig_31_airborne,national,,true
2024-07-22T20:57:13+00:00,mig_31_airborne,national,,true
2024-07-22T21:20:15+00:00,mig_31_airborne,national,,false
2024-07-24T09:31:31+00:00,mig_31_airborne,national,,true
2024-07-25T17:59:55+00:00,tu_95_takeoff,national,,true
2024-07-25T19:08:05+00:00,tu_95_takeoff,national,,false
2024-07-25T20:21:00+00:00,tu_95_takeoff,national,,false
2024-07-25T21:12:46+00:00,mig_31_airborne,national,,true
2024-07-25T21:29:43+00:00,mig_31_airborne,national,,false
2024-07-27T11:42:38+00:00,mass_attack_active,oblast,donetsk,false
2024-07-30T17:08:01+00:00,mig_31_airborne,national,,true
2024-07-30T23:36:49+00:00,mig_31_airborne,national,,true
2024-07-31T06:38:16+00:00,mass_attack_active,oblast,kherson,true
2024-07-31T09:23:17+00:00,mig_31_airborne,national,,true
2024-08-02T07:47:24+00:00,mig_31_airborne,national,,true
2024-08-02T15:21:45+00:00,mass_attack_active,national,,true
2024-08-05T15:13:51+00:00,mig_31_airborne,national,,true
2024-08-08T03:22:15+00:00,mig_31_airborne,national,,true
2024-08-08T04:03:51+00:00,mig_31_airborne,national,,false
2024-08-13T04:21:52+00:00,mig_31_airborne,national,,true
